[INFO ][20170508 11:45:26,225][AbstractApplicationContext:510] Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@7382f612: startup date [Mon May 08 11:45:26 CST 2017]; root of context hierarchy
[INFO ][20170508 11:45:26,254][XmlBeanDefinitionReader:317] Loading XML bean definitions from URL [file:/D:/javaSpace/world-parent/world-service/target/classes/spring/spring-context.xml]
[INFO ][20170508 11:45:26,663][XmlBeanDefinitionReader:317] Loading XML bean definitions from class path resource [spring/applicationContext.xml]
[INFO ][20170508 11:45:26,700][?:?] using logger: com.alibaba.dubbo.common.logger.log4j.Log4jLoggerAdapter
[INFO ][20170508 11:45:26,715][DefaultListableBeanFactory:829] Overriding bean definition for bean 'userService': replacing [Generic bean: class [com.hsd.service.impl.UserServiceImpl]; scope=singleton; abstract=false; lazyInit=false; autowireMode=1; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [D:\javaSpace\world-parent\world-service\target\classes\com\hsd\service\impl\UserServiceImpl.class]] with [Generic bean: class [com.hsd.service.impl.UserServiceImpl]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in class path resource [spring/applicationContext.xml]]
[INFO ][20170508 11:45:26,715][DefaultListableBeanFactory:829] Overriding bean definition for bean 'areaInfoService': replacing [Generic bean: class [com.hsd.service.impl.cell.comm.AreaInfoServiceImpl]; scope=singleton; abstract=false; lazyInit=false; autowireMode=1; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [D:\javaSpace\world-parent\world-service\target\classes\com\hsd\service\impl\cell\comm\AreaInfoServiceImpl.class]] with [Generic bean: class [com.hsd.service.impl.cell.comm.AreaInfoServiceImpl]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in class path resource [spring/applicationContext.xml]]
[INFO ][20170508 11:45:26,716][DefaultListableBeanFactory:829] Overriding bean definition for bean 'cityInfoService': replacing [Generic bean: class [com.hsd.service.impl.cell.comm.CityInfoServiceImpl]; scope=singleton; abstract=false; lazyInit=false; autowireMode=1; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [D:\javaSpace\world-parent\world-service\target\classes\com\hsd\service\impl\cell\comm\CityInfoServiceImpl.class]] with [Generic bean: class [com.hsd.service.impl.cell.comm.CityInfoServiceImpl]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in class path resource [spring/applicationContext.xml]]
[INFO ][20170508 11:45:26,716][DefaultListableBeanFactory:829] Overriding bean definition for bean 'provinceInfoService': replacing [Generic bean: class [com.hsd.service.impl.cell.comm.ProvinceInfoServiceImpl]; scope=singleton; abstract=false; lazyInit=false; autowireMode=1; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [D:\javaSpace\world-parent\world-service\target\classes\com\hsd\service\impl\cell\comm\ProvinceInfoServiceImpl.class]] with [Generic bean: class [com.hsd.service.impl.cell.comm.ProvinceInfoServiceImpl]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in class path resource [spring/applicationContext.xml]]
[INFO ][20170508 11:45:26,716][DefaultListableBeanFactory:829] Overriding bean definition for bean 'bindOnAccountService': replacing [Generic bean: class [com.hsd.service.impl.cell.BindOnAccountServiceImpl]; scope=singleton; abstract=false; lazyInit=false; autowireMode=1; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [D:\javaSpace\world-parent\world-service\target\classes\com\hsd\service\impl\cell\BindOnAccountServiceImpl.class]] with [Generic bean: class [com.hsd.service.impl.cell.BindOnAccountServiceImpl]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in class path resource [spring/applicationContext.xml]]
[INFO ][20170508 11:45:26,717][DefaultListableBeanFactory:829] Overriding bean definition for bean 'cellInfoService': replacing [Generic bean: class [com.hsd.service.impl.cell.CellInfoServiceImpl]; scope=singleton; abstract=false; lazyInit=false; autowireMode=1; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [D:\javaSpace\world-parent\world-service\target\classes\com\hsd\service\impl\cell\CellInfoServiceImpl.class]] with [Generic bean: class [com.hsd.service.impl.cell.CellInfoServiceImpl]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in class path resource [spring/applicationContext.xml]]
[INFO ][20170508 11:45:26,717][DefaultListableBeanFactory:829] Overriding bean definition for bean 'cellSystemAdministratorService': replacing [Generic bean: class [com.hsd.service.impl.cell.CellSystemAdministratorServiceImpl]; scope=singleton; abstract=false; lazyInit=false; autowireMode=1; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [D:\javaSpace\world-parent\world-service\target\classes\com\hsd\service\impl\cell\CellSystemAdministratorServiceImpl.class]] with [Generic bean: class [com.hsd.service.impl.cell.CellSystemAdministratorServiceImpl]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in class path resource [spring/applicationContext.xml]]
[INFO ][20170508 11:45:26,717][DefaultListableBeanFactory:829] Overriding bean definition for bean 'chargeStandardService': replacing [Generic bean: class [com.hsd.service.impl.cell.ChargeStandardServiceImpl]; scope=singleton; abstract=false; lazyInit=false; autowireMode=1; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [D:\javaSpace\world-parent\world-service\target\classes\com\hsd\service\impl\cell\ChargeStandardServiceImpl.class]] with [Generic bean: class [com.hsd.service.impl.cell.ChargeStandardServiceImpl]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in class path resource [spring/applicationContext.xml]]
[INFO ][20170508 11:45:26,718][DefaultListableBeanFactory:829] Overriding bean definition for bean 'collectionService': replacing [Generic bean: class [com.hsd.service.impl.cell.CollectionServiceImpl]; scope=singleton; abstract=false; lazyInit=false; autowireMode=1; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [D:\javaSpace\world-parent\world-service\target\classes\com\hsd\service\impl\cell\CollectionServiceImpl.class]] with [Generic bean: class [com.hsd.service.impl.cell.CollectionServiceImpl]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in class path resource [spring/applicationContext.xml]]
[INFO ][20170508 11:45:26,718][DefaultListableBeanFactory:829] Overriding bean definition for bean 'comAndSuggService': replacing [Generic bean: class [com.hsd.service.impl.cell.ComAndSuggServiceImpl]; scope=singleton; abstract=false; lazyInit=false; autowireMode=1; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [D:\javaSpace\world-parent\world-service\target\classes\com\hsd\service\impl\cell\ComAndSuggServiceImpl.class]] with [Generic bean: class [com.hsd.service.impl.cell.ComAndSuggServiceImpl]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in class path resource [spring/applicationContext.xml]]
[INFO ][20170508 11:45:26,718][DefaultListableBeanFactory:829] Overriding bean definition for bean 'communityAdminListService': replacing [Generic bean: class [com.hsd.service.impl.cell.CommunityAdminListServiceimpl]; scope=singleton; abstract=false; lazyInit=false; autowireMode=1; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in file [D:\javaSpace\world-parent\world-service\target\classes\com\hsd\service\impl\cell\CommunityAdminListServiceimpl.class]] with [Generic bean: class [com.hsd.service.impl.cell.CommunityAdminListServiceimpl]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null; defined in class path resource [spring/applicationContext.xml]]
